id,hhb,hbo2,ca,na
11100,7.725929,3.7644064,8.5742235,2.775973
11101,7.7261686,3.7634583,8.576832,2.775254
11102,7.7191353,3.7619903,8.5724325,2.7735431
11103,7.7236633,3.7637882,8.570703,2.7762492
11104,7.7197514,3.7618372,8.570796,2.7750132
11105,7.7144537,3.7588313,8.564324,2.7704923
11106,7.7220516,3.7618725,8.566765,2.771714
11107,7.714573,3.75985,8.5626745,2.773523
11108,7.7198615,3.7622414,8.5734415,2.7738466
11109,7.7241893,3.7631156,8.577839,2.776728
11110,7.7299275,3.7661955,8.578385,2.7778928
11111,7.716597,3.7601566,8.564491,2.7718227
11112,7.7144766,3.7604265,8.564461,2.7721102
11113,7.7257514,3.764282,8.5775,2.7769601
11114,7.720644,3.762214,8.574215,2.7739632
11115,7.721081,3.7622433,8.570657,2.7744453
11116,7.7085147,3.7575998,8.554482,2.7706645
11117,7.7232704,3.763239,8.574368,2.7760363
11118,7.7224803,3.7628496,8.57346,2.7756932
11119,7.708119,3.756706,8.555598,2.770099
11120,7.715678,3.7600455,8.563226,2.772384
11121,7.7219095,3.7622216,8.570013,2.7752993
11122,7.703685,3.755096,8.554185,2.7685819
11123,7.721953,3.761573,8.5724,2.773638
11124,7.7200017,3.7612853,8.573547,2.7731314
11125,7.726367,3.7642484,8.579043,2.776009
11126,7.7208614,3.7620094,8.569699,2.774481
11127,7.7211647,3.7621286,8.567053,2.7726724
11128,7.7228985,3.7628026,8.575197,2.774904
11129,7.7188215,3.7607718,8.56927,2.7725227
11130,7.720411,3.760853,8.572347,2.7728589
11131,7.712735,3.7589645,8.56283,2.772721
11132,7.7163286,3.760283,8.566728,2.772683
11133,7.706985,3.7569222,8.552577,2.7699754
11134,7.7214637,3.7609367,8.572884,2.7732415
11135,7.7235303,3.7629838,8.573623,2.7758734
11136,7.708593,3.7570438,8.554482,2.7702537
11137,7.729815,3.7665904,8.5775175,2.7784874
11138,7.7228475,3.7617502,8.57348,2.773938
11139,7.712815,3.759195,8.562332,2.7722838
11140,7.728236,3.7660072,8.573947,2.7767637
11141,7.7160735,3.7604342,8.570426,2.7722108
11142,7.7221894,3.7629302,8.575434,2.77424
11143,7.7213783,3.7624912,8.571034,2.7747848
11144,7.7250733,3.7632263,8.575262,2.774688
11145,7.7213078,3.7620656,8.567676,2.772834
11146,7.720263,3.7621217,8.568419,2.774727
11147,7.7216964,3.7622633,8.570777,2.774093
11148,7.7203145,3.7616253,8.568198,2.7746348
11149,7.720167,3.7613187,8.572121,2.7731397
11150,7.7057204,3.7562861,8.549971,2.7689838
11151,7.7183046,3.761368,8.566908,2.7740319
11152,7.710866,3.7575464,8.560559,2.771003
11153,7.7120743,3.759236,8.559743,2.7712283
11154,7.719555,3.7619765,8.5662,2.7741199
11155,7.7153625,3.760494,8.567988,2.7721937
11156,7.713315,3.7588744,8.559696,2.769505
11157,7.7183113,3.761615,8.571377,2.7734015
11158,7.713699,3.7602232,8.563555,2.771579
11159,7.7219005,3.7634826,8.573065,2.7756703
11160,7.7120256,3.759218,8.562528,2.7712052
11161,7.7245717,3.76329,8.574744,2.7763236
11162,7.728089,3.764466,8.5786,2.7760165
11163,7.7129087,3.7589958,8.562324,2.7729876
11164,7.7137175,3.759471,8.564609,2.7722573
11165,7.7077813,3.7570064,8.552929,2.7699993
11166,7.7220316,3.7635767,8.573043,2.775818
11167,7.7166257,3.7604146,8.564873,2.7726643
11168,7.721423,3.7615857,8.566193,2.7714975
11169,7.721461,3.7621236,8.568939,2.772938
11170,7.7056074,3.7560027,8.556317,2.7694318
11171,7.719373,3.761953,8.572916,2.7738297
11172,7.7239923,3.7632284,8.577228,2.7753065
11173,7.724063,3.763133,8.57689,2.7752616
11174,7.719265,3.7605174,8.564396,2.7708733
11175,7.726051,3.7644484,8.577738,2.777059
11176,7.721547,3.7628903,8.567704,2.7747533
11177,7.696955,3.7523236,8.541693,2.7643301
11178,7.725041,3.7642207,8.573064,2.7761948
11179,7.7154226,3.761107,8.565104,2.7721522
11180,7.7203817,3.7606244,8.571235,2.7727547
11181,7.7253056,3.7634563,8.57574,2.7758064
11182,7.716682,3.7611709,8.566575,2.7737658
11183,7.722397,3.7620816,8.575122,2.7741203
11184,7.722862,3.7630773,8.573782,2.7758386
11185,7.7105556,3.7580543,8.558833,2.771416
11186,7.7082825,3.756928,8.554313,2.7700868
11187,7.7231383,3.7625723,8.57614,2.774623
11188,7.7088294,3.7571476,8.558098,2.7705886
11189,7.7124405,3.7586799,8.563933,2.7725208
11190,7.7266765,3.7637327,8.577376,2.7753842
11191,7.7176223,3.7594395,8.56794,2.7716274
11192,7.7233,3.7628455,8.57536,2.774938
11193,7.7180314,3.7612948,8.565847,2.7746933
11194,7.721672,3.7629857,8.576038,2.774196
11195,7.7117577,3.7589276,8.557502,2.770892
11196,7.719084,3.760845,8.570219,2.772836
11197,7.7143984,3.7593775,8.562243,2.7716439
11198,7.7106404,3.7581995,8.55738,2.7712922
11199,7.7212257,3.762816,8.575259,2.7741916
11200,7.707944,3.7573216,8.559599,2.7700608
11201,7.724089,3.7629278,8.571367,2.7722683
11202,7.7159705,3.761006,8.565714,2.7732635
11203,7.7082777,3.7572343,8.555894,2.770408
11204,7.7213697,3.7613218,8.566579,2.7714021
11205,7.723778,3.762705,8.576668,2.774694
11206,7.721902,3.7621596,8.569333,2.7747447
11207,7.7239065,3.7630067,8.576501,2.77476
11208,7.7160597,3.7604837,8.563826,2.772662
11209,7.7157755,3.7603693,8.568116,2.7729032
11210,7.7102656,3.7584455,8.558849,2.7705522
11211,7.718586,3.7611678,8.567251,2.773655
11212,7.7123227,3.7589417,8.560964,2.772704
11213,7.7084627,3.7575305,8.559492,2.7702005
11214,7.7281,3.7645237,8.5781,2.7756693
11215,7.7299595,3.7656896,8.580271,2.7768462
11216,7.708487,3.7570126,8.55841,2.770558
11217,7.7182035,3.7612574,8.565022,2.7731345
11218,7.7216115,3.7626743,8.570332,2.775239
11219,7.711412,3.758733,8.557603,2.7717416
11220,7.716065,3.760472,8.564482,2.7738097
11221,7.72507,3.7636201,8.575588,2.7759902
11222,7.7107983,3.7587683,8.56329,2.7712536
11223,7.7217865,3.7634425,8.572801,2.7756407
11224,7.716517,3.7602236,8.561038,2.7717426
11225,7.7155867,3.7603862,8.567784,2.772846
11226,7.7118225,3.7587788,8.559845,2.7722495
11227,7.708976,3.7574635,8.554184,2.7691147
11228,7.7234282,3.7629666,8.576451,2.7746952
11229,7.7126517,3.7596617,8.561294,2.7715366
11230,7.7186117,3.7618754,8.568236,2.7748456
11231,7.720704,3.7617815,8.569776,2.7738514
11232,7.7204976,3.7618952,8.567953,2.773898
11233,7.7302947,3.7656476,8.580718,2.7765863
11234,7.70912,3.7575343,8.556778,2.7701094
11235,7.726057,3.764468,8.577777,2.7770162
11236,7.708577,3.7576454,8.558954,2.7701423
11237,7.7049003,3.7555168,8.555656,2.7692692
11238,7.7109404,3.7578962,8.559226,2.771175
11239,7.7116737,3.758851,8.558436,2.7717905
11240,7.729936,3.7656348,8.580882,2.7769933
11241,7.719922,3.7614217,8.564395,2.771221
11242,7.7101126,3.7582564,8.560816,2.7705123
11243,7.7218056,3.761272,8.573173,2.7733138
11244,7.721893,3.762134,8.574221,2.7741752
11245,7.7167516,3.7599216,8.565713,2.771805
11246,7.7200885,3.7618122,8.57137,2.7724712
11247,7.7210693,3.7620108,8.571169,2.7740934
11248,7.7128296,3.759078,8.562606,2.7729151
11249,7.703436,3.7551968,8.552228,2.7681148
11250,7.717659,3.760945,8.5646925,2.7730916
11251,7.708537,3.7571006,8.557335,2.7703176
11252,7.723663,3.7624066,8.57389,2.7737758
11253,7.719113,3.7599378,8.570671,2.7721715
11254,7.722536,3.7621334,8.572015,2.773174
11255,7.715499,3.7584872,8.566154,2.770886
11256,7.719284,3.7611501,8.568383,2.7739143
11257,7.721017,3.762604,8.575012,2.774083
11258,7.710387,3.7583582,8.554677,2.7693732
11259,7.7240925,3.762606,8.574278,2.7738743
11260,7.7096233,3.7579906,8.559569,2.7703507
11261,7.7165585,3.7605548,8.567756,2.772935
11262,7.7240095,3.7623687,8.574343,2.773996
11263,7.727429,3.7645366,8.578178,2.7764988
11264,7.721392,3.762996,8.574942,2.774144
11265,7.724807,3.763382,8.575224,2.776599
11266,7.7204614,3.7617857,8.569453,2.7737877
11267,7.7287836,3.7648957,8.579289,2.7764263
11268,7.7258644,3.7638733,8.577003,2.7772167
11269,7.705226,3.7558758,8.556648,2.7691963
11270,7.7152824,3.7602165,8.5694685,2.7721484
11271,7.7147727,3.7597117,8.564558,2.7739017
11272,7.7166243,3.7601855,8.564327,2.7733676
11273,7.7188234,3.7614002,8.569154,2.7749965
11274,7.7215405,3.7633016,8.572679,2.775665
11275,7.725847,3.763373,8.576129,2.775172
11276,7.724947,3.76392,8.574163,2.7760587
11277,7.7205176,3.7619667,8.565589,2.7729518
11278,7.72424,3.7633696,8.577834,2.7748368
11279,7.7078733,3.7572532,8.553701,2.770414
11280,7.71656,3.7599308,8.565105,2.7718737
11281,7.7093515,3.757886,8.5592165,2.7705061
11282,7.714141,3.7596538,8.563224,2.7733693
11283,7.71863,3.7614791,8.567066,2.7750466
11284,7.7234373,3.763113,8.569667,2.7744758
11285,7.7075434,3.7571948,8.552809,2.769955
11286,7.724725,3.7643843,8.570726,2.7765002
11287,7.722187,3.7625513,8.57018,2.7734268
11288,7.720378,3.7620344,8.57013,2.7747371
11289,7.713658,3.7592843,8.563257,2.772405
11290,7.7280016,3.7645512,8.578317,2.7754
11291,7.721474,3.7623863,8.570311,2.774318
11292,7.718638,3.761618,8.567397,2.7748685
11293,7.724808,3.7638617,8.572354,2.774698
11294,7.717397,3.7614028,8.569055,2.7719243
11295,7.7213116,3.7612646,8.57142,2.773047
11296,7.713309,3.7589328,8.563569,2.772083
11297,7.7173905,3.760508,8.568753,2.7735305
11298,7.7210417,3.7623293,8.569358,2.774369
11299,7.717749,3.7604334,8.566661,2.772291
11300,7.7082486,3.7572956,8.555413,2.7704785
11301,7.7137513,3.7593772,8.562102,2.7723396
11302,7.723658,3.7631161,8.576812,2.7752922
11303,7.727682,3.7642386,8.578342,2.7756631
11304,7.7187533,3.760654,8.5697155,2.7725534
11305,7.7223287,3.762706,8.574999,2.7749941
11306,7.718817,3.7614036,8.568556,2.7746007
11307,7.7210236,3.7626204,8.570855,2.7738922
11308,7.7252,3.7631998,8.57526,2.774348
11309,7.728455,3.7655766,8.576455,2.7766292
11310,7.7127895,3.758664,8.563671,2.7720654
11311,7.726059,3.764217,8.579043,2.775684
11312,7.71906,3.7614777,8.5694,2.7749858
11313,7.708024,3.7574272,8.553233,2.7699437
11314,7.7077427,3.7570934,8.557398,2.7697096
11315,7.7196236,3.7617912,8.570424,2.7754424
11316,7.728841,3.7657788,8.57678,2.776904
11317,7.722104,3.7621999,8.570815,2.7742126
11318,7.722277,3.7628834,8.56923,2.7737987
11319,7.713092,3.7598329,8.563733,2.7709637
11320,7.7111807,3.7585602,8.558038,2.7716093
11321,7.7145195,3.7590983,8.562259,2.770704
11322,7.727557,3.764937,8.576918,2.7765841
11323,7.719315,3.7615793,8.570905,2.7747996
11324,7.719612,3.7619658,8.568672,2.7745078
11325,7.708557,3.757448,8.557286,2.76985
11326,7.713922,3.7588236,8.562943,2.7706606
11327,7.7116003,3.7591887,8.561554,2.7709827
11328,7.720103,3.7604172,8.571727,2.7725775
11329,7.7209353,3.7616014,8.564891,2.771424
11330,7.7050414,3.7558928,8.55553,2.7688541
11331,7.724276,3.7633057,8.57378,2.7753232
11332,7.7142496,3.7590117,8.562236,2.7703846
11333,7.719184,3.7608407,8.573265,2.773108
11334,7.722297,3.7627323,8.573322,2.7756517
11335,7.7288613,3.7650104,8.579976,2.7765229
11336,7.7277026,3.7645955,8.577772,2.7762072
11337,7.711665,3.7587144,8.560479,2.7723691
11338,7.726549,3.7644486,8.575781,2.7760706
11339,7.725857,3.7638469,8.576954,2.7770112
11340,7.7064114,3.7562466,8.554329,2.7690833
11341,7.72075,3.7612119,8.569995,2.7727082
11342,7.722926,3.7625723,8.57281,2.7756317
11343,7.7142086,3.7597675,8.5625725,2.773413
11344,7.7090726,3.757501,8.558929,2.7703512
11345,7.7128305,3.759748,8.56108,2.771526
11346,7.722541,3.762333,8.571561,2.7743485
11347,7.7194242,3.761328,8.569177,2.7733939
11348,7.7198696,3.761928,8.568418,2.7737563
11349,7.7140417,3.7591789,8.564045,2.7720227
11350,7.7253227,3.7644424,8.572201,2.77627
11351,7.7207656,3.7618473,8.569759,2.7733486
11352,7.708218,3.756784,8.558977,2.7705328
11353,7.7254114,3.7636037,8.578277,2.7754848
11354,7.709584,3.7579741,8.559451,2.770314
11355,7.7232227,3.7626328,8.57072,2.7721937
11356,7.71227,3.7582762,8.563055,2.7716854
11357,7.7310877,3.7661104,8.581422,2.7770731
11358,7.7228074,3.7630234,8.573878,2.7758696
11359,7.7236996,3.7632494,8.569446,2.7736444
11360,7.7228436,3.7626805,8.571604,2.774668
11361,7.7160664,3.7601187,8.56451,2.7726543
11362,7.71597,3.760322,8.567531,2.7728503
11363,7.7229958,3.7631345,8.573991,2.7759163
11364,7.72118,3.7623112,8.573119,2.774873
11365,7.7197094,3.7624736,8.57278,2.7737463
11366,7.719429,3.761372,8.569102,2.7735598
11367,7.72821,3.7656846,8.576333,2.778169
11368,7.7229505,3.7623363,8.575728,2.7744415
11369,7.7145586,3.7602484,8.566329,2.771581
11370,7.721195,3.7621608,8.570724,2.7742472
11371,7.7253723,3.7636425,8.577955,2.7753112
11372,7.7253747,3.7638817,8.575224,2.77586
11373,7.7168713,3.7603583,8.56569,2.7742422
11374,7.7235312,3.7622128,8.574025,2.7737007
11375,7.721052,3.762322,8.571514,2.774856
11376,7.721589,3.7638159,8.570796,2.773873
11377,7.719463,3.7620616,8.572953,2.773722
11378,7.7252154,3.7645404,8.569903,2.774657
11379,7.726309,3.7645693,8.573971,2.7755487
11380,7.722192,3.7629232,8.575004,2.774233
11381,7.718251,3.760048,8.563551,2.7705863
11382,7.7169127,3.7606006,8.566217,2.7736766
11383,7.718067,3.76057,8.566071,2.7719653
11384,7.724286,3.763145,8.577843,2.776698
11385,7.722501,3.7628465,8.573655,2.775771
11386,7.7156224,3.7604594,8.568636,2.7722037
11387,7.7228584,3.7624955,8.572567,2.7744448
11388,7.719608,3.7603164,8.570474,2.7724392
11389,7.723464,3.76356,8.569249,2.7751253
11390,7.7056584,3.7560236,8.55583,2.7692487
11391,7.7167377,3.7606626,8.566121,2.772758
11392,7.7198305,3.7624695,8.568746,2.7754169
11393,7.7232313,3.7620077,8.573099,2.77404
11394,7.7241974,3.763152,8.577829,2.7766764
11395,7.7208858,3.7608995,8.571513,2.7729723
11396,7.713606,3.7590392,8.564176,2.772155
11397,7.725975,3.764456,8.577791,2.7771037
11398,7.720354,3.7613933,8.574439,2.7735412
11399,7.7201576,3.7618546,8.569886,2.7753901
11400,7.7236996,3.762631,8.573277,2.7746975
11401,7.723887,3.7625875,8.5744295,2.774209
11402,7.724881,3.7638605,8.572367,2.774725
11403,7.7284327,3.7648573,8.579483,2.7760723
11404,7.7062926,3.756308,8.555925,2.7694228
11405,7.7058816,3.755687,8.556191,2.7694347
11406,7.7217946,3.7634816,8.572874,2.7757285
11407,7.7070093,3.7566586,8.558409,2.7699602
11408,7.7260947,3.764523,8.577707,2.7770607
11409,7.716021,3.7599466,8.561518,2.7713025
11410,7.721357,3.7624881,8.569645,2.7743938
11411,7.711438,3.7584167,8.559672,2.771859
11412,7.720627,3.7611325,8.569877,2.773302
11413,7.7226076,3.7631888,8.575402,2.7744625
11414,7.723836,3.762659,8.573981,2.7746627
11415,7.71769,3.761186,8.56566,2.7709532
11416,7.722106,3.763609,8.573164,2.775806
11417,7.7106256,3.7583992,8.557348,2.771176
11418,7.7175817,3.7605603,8.566684,2.7743456
11419,7.712177,3.7585983,8.561734,2.7721298
11420,7.7098184,3.7580614,8.558496,2.7712963
11421,7.7202063,3.7604146,8.571828,2.772642
11422,7.7167745,3.7604537,8.568154,2.774028
11423,7.727586,3.764849,8.580267,2.7763808
11424,7.7260146,3.7635388,8.576543,2.774943
11425,7.71905,3.7611678,8.563514,2.7710717
11426,7.7245026,3.7631116,8.577204,2.774998
11427,7.72533,3.7639065,8.577901,2.7756574
11428,7.7229733,3.762088,8.573245,2.7733567
11429,7.713714,3.7589474,8.564663,2.7719796
11430,7.7213216,3.7624116,8.570871,2.7755086
11431,7.7089033,3.7571867,8.558248,2.770612
11432,7.7155685,3.7605038,8.568355,2.772393
11433,7.712967,3.7592432,8.5625105,2.77228
11434,7.709853,3.7582226,8.559297,2.7704546
11435,7.7250156,3.7637515,8.57762,2.775214
11436,7.7107353,3.7578835,8.561083,2.7719553
11437,7.7117233,3.758729,8.5643215,2.7710445
11438,7.721023,3.7624037,8.575083,2.7740986
11439,7.720703,3.7621257,8.567874,2.7719553
11440,7.7214756,3.7621994,8.572344,2.7742517
11441,7.719837,3.7611656,8.569406,2.773229
11442,7.718332,3.7613733,8.566828,2.7740147
11443,7.719166,3.762419,8.569651,2.7719102
11444,7.724428,3.763224,8.578129,2.7768004
11445,7.720448,3.7613986,8.56437,2.7712529
11446,7.7100773,3.7581081,8.556228,2.7708704
11447,7.724862,3.7629998,8.575119,2.7741263
11448,7.715696,3.7607708,8.564868,2.773793
11449,7.7258472,3.7648292,8.570905,2.7751482
11450,7.725038,3.7635705,8.577703,2.7752254
11451,7.723401,3.7629764,8.5729,2.7755888
11452,7.712357,3.7586927,8.5631895,2.7725823
11453,7.7253413,3.763297,8.576021,2.7753923
11454,7.71122,3.758679,8.557271,2.7717004
11455,7.72153,3.7623909,8.574217,2.774895
11456,7.7213306,3.762468,8.569364,2.7745237
11457,7.7200904,3.761571,8.567706,2.7717552
11458,7.7219667,3.7626452,8.573195,2.7743368
11459,7.7242203,3.7640195,8.570791,2.7760217
11460,7.725269,3.763586,8.575829,2.7767107
11461,7.7207136,3.761699,8.574277,2.7735918
11462,7.725409,3.7630486,8.576111,2.7747757
11463,7.723239,3.762903,8.576361,2.7751405
11464,7.727205,3.7645938,8.580527,2.7759767
11465,7.724209,3.7631652,8.577129,2.7750757
11466,7.712241,3.758707,8.5593605,2.7722352
11467,7.717381,3.7614393,8.567793,2.771659
11468,7.7194,3.761481,8.567092,2.7729504
11469,7.721129,3.7621686,8.573623,2.7745311
11470,7.718286,3.7621152,8.570474,2.773228
11471,7.7205515,3.762382,8.57104,2.773931
11472,7.7231836,3.7635982,8.570472,2.7761648
11473,7.723622,3.763061,8.576764,2.7752044
11474,7.7218103,3.763465,8.572941,2.7756605
11475,7.720496,3.7615557,8.57084,2.7736528
11476,7.7196016,3.7615027,8.568801,2.7739928
11477,7.718353,3.761218,8.568155,2.7745247
11478,7.7235246,3.7632146,8.569438,2.7738311
11479,7.71809,3.7611508,8.566098,2.7729385
11480,7.724568,3.7642293,8.569802,2.7757049
11481,7.726486,3.7637992,8.576532,2.7754877
11482,7.719308,3.7615292,8.568081,2.774593
11483,7.7087045,3.7575362,8.559952,2.7699764
11484,7.7236185,3.7627335,8.576362,2.774906
11485,7.7216225,3.7610643,8.571577,2.7731783
11486,7.7187176,3.76058,8.563744,2.770421
11487,7.7289443,3.764951,8.579365,2.7763832
11488,7.7199297,3.7623842,8.5735035,2.7738116
11489,7.723637,3.763266,8.572372,2.7751725
11490,7.725865,3.763839,8.578652,2.7755225
11491,7.7183485,3.761906,8.568776,2.774464
11492,7.7229576,3.7619708,8.574296,2.773986
11493,7.723318,3.762019,8.573804,2.7738855
11494,7.7189093,3.7614675,8.570128,2.774906
11495,7.7247763,3.7634723,8.574851,2.7760355
11496,7.720616,3.7619576,8.572929,2.7743795
11497,7.720407,3.7623115,8.567994,2.775061
11498,7.72636,3.7641218,8.579723,2.7758741
11499,7.719445,3.7618546,8.567762,2.7753053
11500,7.7264853,3.7639108,8.576489,2.7756386
11501,7.7222686,3.762448,8.575887,2.7741282
11502,7.7160425,3.760686,8.565408,2.774017
11503,7.718487,3.761319,8.568354,2.7715757
11504,7.7269254,3.7639818,8.577821,2.7756138
11505,7.721657,3.7634015,8.572566,2.7755735
11506,7.7246585,3.7643723,8.5704565,2.7766528
11507,7.715679,3.760518,8.564658,2.7737534
11508,7.70541,3.7560756,8.55462,2.7688298
11509,7.713526,3.759454,8.562844,2.7726686
11510,7.71813,3.7617083,8.569944,2.7722476
11511,7.712623,3.7587342,8.563413,2.7722003
11512,7.710309,3.7575705,8.558956,2.7710512
11513,7.7143,3.7602232,8.566387,2.7717936
11514,7.7133226,3.7594657,8.560232,2.7709758
11515,7.7240458,3.763277,8.576613,2.774832
11516,7.7254887,3.7639537,8.578573,2.7754176
11517,7.714131,3.75954,8.565725,2.772631
11518,7.7205796,3.762224,8.572463,2.7738745
11519,7.709549,3.7575777,8.559295,2.7706792
11520,7.722716,3.762326,8.575398,2.7743564
11521,7.719765,3.7620413,8.569024,2.771831
11522,7.7215476,3.7621536,8.574593,2.7741888
11523,7.715414,3.7611396,8.565842,2.7718208
11524,7.7280912,3.7657645,8.575282,2.777034
11525,7.721607,3.7622566,8.570608,2.7739618
11526,7.7225394,3.7628224,8.573594,2.7757146
11527,7.711669,3.7592053,8.562432,2.7708256
11528,7.717733,3.7615886,8.568652,2.7718546
11529,7.724965,3.7637215,8.573346,2.7747467
11530,7.7203283,3.7621224,8.573409,2.7739322
11531,7.716927,3.7604394,8.56529,2.7740953
11532,7.712034,3.7588232,8.561198,2.7721543
11533,7.7237406,3.7636418,8.573989,2.7745783
11534,7.718516,3.7612345,8.566642,2.7735527
11535,7.721786,3.7614665,8.571618,2.773665
11536,7.730714,3.7659109,8.581128,2.7770026
11537,7.7237606,3.763189,8.5768,2.7752874
11538,7.712908,3.7588122,8.561631,2.7720215
11539,7.7152643,3.7598295,8.566059,2.7725966
11540,7.7204237,3.760642,8.571841,2.7728064
11541,7.7199793,3.7619903,8.568776,2.774957
11542,7.7224092,3.7627811,8.572885,2.774768
11543,7.726328,3.7634816,8.577062,2.774928
11544,7.7158074,3.7585888,8.566321,2.7709448
11545,7.724496,3.763272,8.578146,2.7768207
11546,7.724737,3.7635882,8.577769,2.7751749
11547,7.7251854,3.7635896,8.576256,2.7768757
11548,7.7179127,3.7615645,8.570151,2.7729385
11549,7.7074213,3.757107,8.5565405,2.769582
11550,7.7127895,3.7592516,8.559976,2.7721713
11551,7.725551,3.7633169,8.575832,2.7746725
11552,7.7199655,3.7610888,8.56947,2.7727702
11553,7.721799,3.761309,8.573724,2.7733665
11554,7.7211165,3.7620976,8.570658,2.7746425
11555,7.7248096,3.7635543,8.575366,2.776609
11556,7.713072,3.759235,8.562512,2.7730534
11557,7.725418,3.7638512,8.575497,2.7765055
11558,7.712865,3.7585595,8.560191,2.7702806
11559,7.7253566,3.7637234,8.57623,2.776852
11560,7.717116,3.7608886,8.570252,2.7731469
11561,7.7224827,3.762992,8.571092,2.7760096
11562,7.7249575,3.7629197,8.57533,2.7748249
11563,7.720627,3.7615786,8.5705385,2.7735648
11564,7.7260017,3.7644176,8.5778475,2.7771032
11565,7.7193313,3.7610707,8.571927,2.7730966
11566,7.7190094,3.7612143,8.566848,2.773976
11567,7.7237725,3.7622454,8.574203,2.7739449
11568,7.7237363,3.7629702,8.576648,2.7748036
11569,7.7270446,3.7638912,8.577513,2.7753096
11570,7.717981,3.7609124,8.568724,2.77372
11571,7.7234273,3.7631202,8.5722685,2.7752743
11572,7.7173777,3.7609313,8.567042,2.772903
11573,7.70532,3.7560186,8.555122,2.7688215
11574,7.7276173,3.7647147,8.580268,2.7763047
11575,7.722063,3.7632225,8.576077,2.774412
11576,7.716032,3.7602313,8.566482,2.7726934
11577,7.724952,3.7636926,8.574341,2.7757852
11578,7.7197723,3.7613375,8.569796,2.77303
11579,7.714877,3.7597556,8.563382,2.773597
11580,7.720732,3.7627003,8.570255,2.7757366
11581,7.713197,3.7589726,8.560621,2.7714021
11582,7.719922,3.7619524,8.56843,2.773827
11583,7.7218637,3.7627077,8.57076,2.7756414
11584,7.7116528,3.7583768,8.55916,2.770798
11585,7.7206554,3.7624469,8.5729265,2.774124
11586,7.717546,3.7608707,8.566573,2.7740102
11587,7.7106543,3.7586515,8.561736,2.7705672
11588,7.7120304,3.7592387,8.561479,2.7711887
11589,7.724478,3.7632039,8.574588,2.7755325
11590,7.719837,3.7614303,8.567847,2.7722206
11591,7.7111673,3.758141,8.561445,2.7716138
11592,7.728732,3.7655497,8.578601,2.7775283
11593,7.7097178,3.7580962,8.55878,2.7703779
11594,7.723358,3.763124,8.572378,2.7753024
11595,7.7216945,3.762384,8.574134,2.774687
11596,7.72558,3.7638056,8.576335,2.776555
11597,7.721936,3.7624907,8.574578,2.7747715
11598,7.718756,3.7606428,8.5688715,2.772764
11599,7.710743,3.757543,8.5605955,2.7713792
11600,7.7122808,3.759041,8.559315,2.772183
11601,7.72925,3.7662778,8.5771475,2.7784107
11602,7.7218103,3.7615309,8.572193,2.7729547
11603,7.723618,3.7628148,8.574092,2.7757828
11604,7.731081,3.766653,8.5801735,2.7787237
11605,7.723587,3.7630248,8.577438,2.7748134
11606,7.7228904,3.763019,8.570187,2.7737405
11607,7.7251835,3.764088,8.573704,2.7770178
11608,7.7116885,3.7583492,8.562571,2.7723296
11609,7.7057934,3.7558043,8.555887,2.7693467
11610,7.724301,3.7631946,8.5778675,2.7767332
11611,7.720979,3.7619028,8.571399,2.7739303
11612,7.7199283,3.761333,8.567641,2.7717416
11613,7.7241225,3.7633054,8.574142,2.7760346
11614,7.728174,3.7646847,8.579017,2.7758372
11615,7.725072,3.764538,8.570506,2.7761943
11616,7.724885,3.7630327,8.574849,2.774283
11617,7.7179103,3.7618089,8.570028,2.7726738
11618,7.7166634,3.7598915,8.564726,2.7709548
11619,7.7212257,3.761054,8.571391,2.7732675
11620,7.7119484,3.7592196,8.560803,2.7712374
11621,7.7214394,3.7624006,8.568814,2.774349
11622,7.7228208,3.7625043,8.572674,2.775557
11623,7.708918,3.7578325,8.557136,2.7699454
11624,7.7143755,3.7596512,8.562359,2.772251
11625,7.722519,3.7630856,8.574759,2.7744172
11626,7.7217727,3.7619185,8.574075,2.773974
11627,7.7252755,3.7637606,8.578857,2.7752464
11628,7.7096334,3.7580373,8.560971,2.7705417
11629,7.7067366,3.7559888,8.556657,2.7696714
11630,7.708568,3.7569835,8.558433,2.7705073
11631,7.717301,3.7591908,8.567972,2.7715442
11632,7.712192,3.7586763,8.561034,2.7720816
11633,7.716841,3.7610364,8.570036,2.7722387
11634,7.724103,3.7630217,8.574172,2.7762125
11635,7.7302656,3.7656522,8.580529,2.7765248
11636,7.718614,3.761006,8.565938,2.7734315
11637,7.715357,3.7599988,8.566756,2.7726867
11638,7.7248664,3.763043,8.574889,2.7743018
11639,7.722547,3.7631073,8.56681,2.772999
11640,7.7235994,3.7628548,8.5762415,2.7750728
11641,7.7122064,3.7591813,8.558357,2.7722683
11642,7.7147975,3.7602286,8.561511,2.773393
11643,7.7220197,3.7614722,8.572589,2.7735674
11644,7.7136126,3.7594638,8.5598135,2.7718763
11645,7.711946,3.7585256,8.562863,2.7721255
11646,7.723085,3.7631533,8.574041,2.7759278
11647,7.720553,3.760722,8.571161,2.7725396
11648,7.7125854,3.7589557,8.5623455,2.772745
11649,7.717813,3.7612157,8.5709715,2.7733216
11650,7.725094,3.763384,8.575654,2.776783
11651,7.7162886,3.7608504,8.5643015,2.7741609
11652,7.722374,3.7628274,8.5734625,2.7757301
11653,7.7185125,3.761136,8.569188,2.773846
11654,7.706888,3.7566955,8.557847,2.7694042
11655,7.7221704,3.7636294,8.573443,2.7758672
11656,7.7136445,3.7592812,8.565036,2.77258
