id,X,Y,M,V
3378,356.0,266.0,78.75,0.39799999999999985
3379,-96.0,-169.0,116.25,0.4699999999999999
3380,362.0,-4.0,75.5,0.4519999999999999
3381,-77.0,-79.0,78.25,0.42199999999999993
3382,77.0,-306.0,83.5,0.43800000000000033
3383,167.0,-281.0,91.25,0.5140000000000001
3384,5.0,183.0,75.5,0.44200000000000034
3385,400.0,0.0,48.25,0.3559999999999996
3386,337.0,-77.0,62.5,0.4679999999999998
3387,-203.0,-88.0,111.75,0.4419999999999999
3388,-358.0,255.0,86.5,0.45199999999999996
3389,-225.0,-59.0,75.5,0.48000000000000015
3390,-28.0,225.0,78.25,0.4299999999999999
3391,-224.0,-19.0,79.0,0.5719999999999997
3392,-7.0,-43.0,98.0,0.5080000000000003
3393,-170.0,-371.0,106.5,0.526
3394,-277.0,274.0,74.25,0.4340000000000002
3395,-182.0,-76.0,88.75,0.5940000000000002
3396,-130.0,-162.0,86.5,0.382
3397,341.0,291.0,100.5,0.43800000000000006
3398,5.0,261.0,97.0,0.3820000000000002
3399,280.0,-296.0,78.75,0.4620000000000003
3400,53.0,248.0,91.5,0.3479999999999999
3401,9.0,-11.0,101.5,0.42400000000000015
3402,248.0,161.0,88.25,0.41599999999999987
3403,-127.0,-233.0,119.5,0.4579999999999999
3404,-317.0,-259.0,85.5,0.3940000000000002
3405,179.0,-95.0,80.5,0.5100000000000001
3406,-77.0,176.0,87.5,0.46599999999999986
3407,296.0,250.0,85.5,0.384
3408,292.0,258.0,79.5,0.43
3409,-332.0,-34.0,83.5,0.546
3410,20.0,264.0,105.0,0.5420000000000001
3411,-364.0,-23.0,74.25,0.502
3412,-19.0,119.0,64.5,0.42599999999999993
3413,-175.0,-269.0,77.75,0.40800000000000025
3414,336.0,302.0,71.25,0.3539999999999997
3415,154.0,-335.0,81.5,0.41199999999999976
3416,-363.0,-5.0,88.25,0.5160000000000001
3417,-22.0,-323.0,81.0,0.5000000000000001
3418,-54.0,259.0,65.5,0.40399999999999986
3419,299.0,241.0,93.25,0.4859999999999998
3420,142.0,-350.0,65.75,0.33799999999999963
3421,-214.0,287.0,87.0,0.41599999999999987
3422,64.0,74.0,76.75,0.5500000000000002
3423,328.0,-329.0,89.75,0.4480000000000001
3424,289.0,168.0,60.0,0.46399999999999975
3425,-14.0,-64.0,88.0,0.4920000000000001
3426,235.0,-96.0,80.25,0.5300000000000001
3427,-334.0,-290.0,65.75,0.3880000000000001
3428,-120.0,229.0,73.25,0.44799999999999995
3429,317.0,-3.0,47.0,0.3879999999999999
3430,50.0,290.0,79.5,0.36999999999999994
3431,258.0,238.0,70.25,0.38199999999999984
3432,-307.0,186.0,68.75,0.36399999999999966
3433,-324.0,311.0,89.75,0.428
3434,-116.0,362.0,115.0,0.47400000000000003
3435,-145.0,-294.0,78.0,0.402
3436,286.0,252.0,67.0,0.4020000000000003
3437,120.0,-101.0,76.5,0.5019999999999998
3438,325.0,228.0,73.75,0.4200000000000001
3439,-347.0,11.0,80.75,0.434
3440,-113.0,60.0,55.75,0.41800000000000004
3441,-315.0,235.0,90.5,0.47200000000000003
3442,-56.0,106.0,60.5,0.4240000000000002
3443,226.0,235.0,88.0,0.46
3444,-228.0,235.0,101.75,0.4059999999999999
3445,-290.0,-153.0,92.25,0.5459999999999998
3446,-297.0,191.0,86.5,0.4699999999999999
3447,36.0,58.0,80.5,0.5040000000000002
3448,21.0,-307.0,69.0,0.3599999999999999
3449,-153.0,-295.0,75.0,0.4300000000000004
3450,-169.0,-299.0,59.75,0.4079999999999999
3451,344.0,-43.0,76.5,0.548
3452,-371.0,-3.0,79.25,0.46599999999999997
3453,-287.0,191.0,71.5,0.6039999999999998
3454,-150.0,134.0,93.0,0.5219999999999998
3455,25.0,251.0,56.5,0.3839999999999998
3456,-76.0,230.0,90.25,0.4680000000000002
3457,-313.0,-49.0,85.5,0.5940000000000001
3458,56.0,157.0,69.5,0.4280000000000001
3459,-20.0,-362.0,58.5,0.4220000000000003
3460,0.0,-400.0,126.5,0.4279999999999994
3461,359.0,33.0,101.0,0.468
3462,22.0,114.0,97.25,0.3099999999999996
3463,188.0,-66.0,91.0,0.49
3464,160.0,186.0,88.5,0.5380000000000004
3465,72.0,153.0,107.5,0.3419999999999998
3466,227.0,-10.0,74.0,0.4960000000000004
3467,169.0,-371.0,84.5,0.44999999999999984
3468,27.0,82.0,56.5,0.4279999999999998
3469,-207.0,-300.0,48.25,0.2899999999999996
3470,-195.0,-75.0,60.75,0.3739999999999999
3471,-172.0,-306.0,84.75,0.4600000000000001
3472,326.0,26.0,92.25,0.62
3473,44.0,303.0,95.75,0.504
3474,272.0,-340.0,65.5,0.3820000000000001
3475,-199.0,263.0,78.25,0.39599999999999985
3476,42.0,270.0,99.0,0.4520000000000001
3477,86.0,305.0,52.5,0.3419999999999998
3478,142.0,-91.0,91.75,0.5760000000000001
3479,-281.0,-168.0,68.5,0.47400000000000025
3480,201.0,-57.0,93.5,0.552
3481,-172.0,192.0,85.0,0.49000000000000027
3482,121.0,-137.0,65.5,0.42800000000000005
3483,309.0,-323.0,76.75,0.39999999999999986
3484,-187.0,-175.0,85.0,0.4800000000000002
3485,167.0,-257.0,78.0,0.436
3486,153.0,244.0,81.0,0.39399999999999985
3487,-327.0,-22.0,76.75,0.3359999999999998
3488,-98.0,184.0,91.5,0.4799999999999999
3489,94.0,-28.0,100.0,0.5420000000000001
3490,174.0,-307.0,75.75,0.44000000000000034
3491,-341.0,225.0,53.75,0.396
3492,327.0,-137.0,98.25,0.4799999999999999
3493,-191.0,271.0,83.5,0.40599999999999986
3494,-201.0,187.0,71.75,0.3679999999999998
3495,-332.0,331.0,96.0,0.44
3496,-222.0,235.0,63.75,0.376
3497,360.0,-309.0,73.0,0.376
3498,274.0,-315.0,82.75,0.4720000000000002
3499,180.0,206.0,82.0,0.3960000000000001
